cophenetic_distance,Accession,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID,log_cophenetic_distance,studres
2.4246426039,MF113046,0.124293785310734,Alphacoronavirus Mink/China/1/2016,Alphacoronavirus,Alphacoronavirus,28924,"Wang,K., Zhuang,Q., Qiu,Y., Chen,J.","",China,Mustela lutreola,unknown,2016,"Alphacoronavirus Mink/China/1/2016, complete genome",Alphacoronavirus Mink/China/1/2016,9666,0.88568413369292,-0.372404499234647
2.4325202683,KM347965,0.146892655367232,Ferret coronavirus,Alphacoronavirus,Alphacoronavirus,28434,"Stalin Raj,V., Provacia,L.B.V., Smits,S.L., Osterhaus,A.D.M.E., Haagmans,B.L.","",Netherlands,Mustela putorius,unknown,2010,"Ferret coronavirus isolate FRCoV-NL-2010, complete genome",Ferret coronavirus,9668,0.88892786733519,0.0304711240157821
2.4351896507,KX512809,0.135593220338983,Ferret coronavirus,Alphacoronavirus,Alphacoronavirus,28151,"Palinski,R., Hause,B., Maes,R., Wise,A.","",USA: Michigan,Mustela putorius furo,unknown,2015,"Ferret enteric coronavirus strain FECV1, complete genome",Ferret coronavirus,9669,0.890024638799392,-0.157943815827623
2.4796894863,DQ445911,0.124293785310734,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27550,"Pyrc,K., Dijkman,R., Deng,L., Jebbink,M.F., Ross,H.A., Berkhout,B., van der Hoek,L.",17054987,Netherlands,Homo sapiens,oronasopharynx,"","Human coronavirus NL63 isolate Amsterdam 057, complete genome",Human coronavirus NL63,9606,0.908133345200726,-0.265314783232173
2.4273682807,KY073744,0.141242937853107,NL63-related bat coronavirus strain BtKYNL63-9b,Alphacoronavirus,Alphacoronavirus,28363,"Tao,Y., Shi,M., Chommanard,C., Queen,K., Zhang,J., Markotter,W., Kuzmin,I.V., Holmes,E.C., Tong,S., Kuzmin,I.",28077633,Kenya,Triaenops afer,feces,6/21/2010,"NL63-related bat coronavirus strain BtKYNL63-9a, complete genome",NL63-related bat coronavirus strain BtKYNL63-9b,549403,0.886807658413514,-0.0764518835623279
2.5043992447,JQ410000,0.186440677966102,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27374,"Crossley,B.M., Mock,R.B., Callison,S.A., Hietala,S.K.","",USA,Vicugna pacos,unknown,2008,"Alpaca respiratory coronavirus isolate CA08-1/2008, complete genome",Human coronavirus 229E,30538,0.91804888329977,0.848940953866546
2.5067177514,KT253324,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27395,"Corman,V.M., Eckerle,I., Memish,Z.A., Liljander,A.M., Dijkman,R., Jonsdottir,H., Juma Ngeiywa,K.J., Kamau,E., Younan,M., Al Masri,M., Assiri,A., Gluecks,I., Musa,B.E., Meyer,B., Muller,M.A., Hilali,M., Bornstein,S., Wernery,U., Thiel,V., Jores,J., Drexler,J.F., Drosten,C.",27528677,Saudi Arabia,Camelus dromedarius,oronasopharynx,2014,"Camel alphacoronavirus Camel229E isolate Camel229E-CoV/JC50/KSA/2014, complete genome",Human coronavirus 229E,9838,0.918974228633851,0.561563586682149
2.5263629611,JX503060,0.169491525423729,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27263,"Farsani,S.M., Dijkman,R., Jebbink,M.F., Goossens,H., Ieven,M., Deijs,M., Molenkamp,R., van der Hoek,L.",22926811,Netherlands,Homo sapiens,oronasopharynx,2010,"Human coronavirus 229E isolate 0349, complete genome",Human coronavirus 229E,9606,0.926780703669212,0.598914015365488
2.4888938576,KY073747,0.152542372881356,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27837,"Tao,Y., Shi,M., Chommanard,C., Queen,K., Zhang,J., Markotter,W., Kuzmin,I.V., Holmes,E.C., Tong,S., Kuzmin,I.",28077633,Kenya,Hipposideros,feces,6/20/2009,"229E-related bat coronavirus strain BtKY229E-1, complete genome",Human coronavirus 229E,,0.911838377879925,0.23656081536916
2.4687249994,KY073748,0.163841807909605,Human coronavirus 229E,Alphacoronavirus,Alphacoronavirus,27636,"Tao,Y., Shi,M., Chommanard,C., Queen,K., Zhang,J., Markotter,W., Kuzmin,I.V., Holmes,E.C., Tong,S., Kuzmin,I.",28077633,Kenya,Hipposideros vittatus,feces,2010-06,"229E-related bat coronavirus strain BtKY229E-8, complete genome",Human coronavirus 229E,1325445,0.903701822790702,0.391547698520048
2.4583682287,MN611517,0.141242937853107,Rousettus aegyptiacus bat coronavirus 229E-related,Alphacoronavirus,Alphacoronavirus,27619,"Li,B., Si,H.R., Zhu,Y., Yang,X.L., Anderson,D.E., Shi,Z.L., Wang,L.F., Zhou,P.","",Kenya,Rousettus aegyptiacus,unknown,2018-03,"Rousettus aegyptiacus bat coronavirus 229E-related isolate 5425, complete genome",Rousettus aegyptiacus bat coronavirus 229E-related,9407,0.899497808182453,-0.0159584867772286
2.4716013833,JN547228,0.163841807909605,Porcine epidemic diarrhea virus,Alphacoronavirus,Alphacoronavirus,28026,"Chen,J., Wang,C., Shi,H., Qiu,H.J., Liu,S., Shi,D., Zhang,X., Feng,L.",21980030,China,Sus scrofa,abdominal cavity,1986,"Porcine epidemic diarrhea virus strain CH/S, complete genome",Porcine epidemic diarrhea virus,9823,0.904866273882472,0.397108563436541
2.5641529485,MH687934,0.129943502824859,Alphacoronavirus sp.,Alphacoronavirus,Alphacoronavirus,28249,"Phan,M.V.T., Tue,N.T., Anh,P.H., Baker,S., Kellam,P., Cotten,M.","",Viet Nam,Scotophilus kuhlii,unknown,6/11/2014,"Alphacoronavirus sp. strain VZ_AlphaCoV_16715_23, complete genome",Alphacoronavirus sp.,153297,0.941628189580388,-0.0087567039991076
2.5795062497,MK211369,0.124293785310734,Coronavirus BtSk-AlphaCoV/GX2018A,Alphacoronavirus,Alphacoronavirus,28303,"Han,Y., Wu,Z.","",China,Scotophilus kuhlii,unknown,2017-05,"Coronavirus BtSk-AlphaCoV/GX2018A, complete genome",Bat Coronavirus BtSk-AlphaCoV,153297,0.947598004533515,-0.0771318530311281
2.5813350415,MK211370,0.124293785310734,Coronavirus BtSk-AlphaCoV/GX2018B,Alphacoronavirus,Alphacoronavirus,28175,"Han,Y., Wu,Z.","",China,Scotophilus kuhlii,unknown,2017-05,"Coronavirus BtSk-AlphaCoV/GX2018B, complete genome",Coronavirus BtSk-AlphaCoV/GX2018B,153297,0.948306723044067,-0.07375267553803
2.7021887441,MN611521,0.129943502824859,Scotophilus kuhlii bat coronavirus 512-related,Alphacoronavirus,Alphacoronavirus,27933,"Li,B., Si,H.R., Zhu,Y., Yang,X.L., Anderson,D.E., Shi,Z.L., Wang,L.F., Zhou,P.","",China,Scotophilus kuhlii,unknown,2018-03,"Scotophilus kuhlii bat coronavirus 512-related isolate HK140714, complete genome",Scotophilus kuhlii bat coronavirus 512-related,153297,0.994062090577271,0.241343215781308
2.6593400534,MK211372,0.11864406779661,Coronavirus BtSk-AlphaCoV/GX2018D,Alphacoronavirus,Alphacoronavirus,28238,"Han,Y., Wu,Z.","",China,Scotophilus kuhlii,unknown,2017-05,"Coronavirus BtSk-AlphaCoV/GX2018D, complete genome",Coronavirus BtSk-AlphaCoV/GX2018D,153297,0.978077991786092,-0.0286415093117182
2.507378278,MN065811,0.11864406779661,Bat alphacoronavirus,Alphacoronavirus,Alphacoronavirus,28119,"Kivisto,I., Tidenberg,E.M., Lilley,T., Suominen,K., Forbes,K.M., Vapalahti,O., Huovilainen,A., Sironen,T.",31503522,Finland: Helsinki,Myotis brandtii,feces,8/15/2016,"Bat alphacoronavirus strain BtCoV/008_16/M.bra/FIN/2016, complete genome",Bat alphacoronavirus,109478,0.919237696505207,-0.309246098505731
2.4991491561,KF430219,0.112994350282486,Bat coronavirus CDPHE15,Alphacoronavirus,Alphacoronavirus,28035,"Town,C.D., Halpin,R.A., Nguyen,A., Motley,J., Ransier,A., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Li,K., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Dominguez,S., Wentworth,D.E., Holmes,K.","","USA: Boulder County, CO",Myotis lucifugus,unknown,8/7/2006,"Bat coronavirus CDPHE15/USA/2006, complete genome",Bat coronavirus CDPHE15,59463,0.915950336386184,-0.421877626611857
2.4777952271,JQ989268,0.141242937853107,Bat coronavirus HKU10,Alphacoronavirus,Alphacoronavirus,28483,"Lau,S.K., Li,K.S., Tsang,A.K., Shek,C.T., Wang,M., Choi,G.K., Guo,R., Wong,B.H., Poon,R.W., Lam,C.S., Wang,S.Y., Fan,R.Y., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Li,K.S.M., Tsang,A.K.L., Shek,C.-T., Choi,G.K.Y., Wong,B.H.L., Poon,R.W.S., Lam,C.S.F., Wang,S.Y.H., Fan,R.Y.Y., Chan,K.-H., Zheng,B.-J., Yuen,K.-Y.",22933277,Hong Kong,Hipposideros pomona,unknown,2006-10,"Hipposideros bat coronavirus HKU10 isolate TLC1310A, complete genome",Bat coronavirus HKU10,334201,0.907369143432411,0.021566023454132
2.5243831122,MN611523,0.129943502824859,Hipposideros pomona bat coronavirus HKU10-related,Alphacoronavirus,Alphacoronavirus,28514,"Li,B., Si,H.R., Zhu,Y., Yang,X.L., Anderson,D.E., Shi,Z.L., Wang,L.F., Zhou,P.","",China,Hipposideros pomona,unknown,2018-03,"Hipposideros pomona bat coronavirus HKU10-related isolate 160942, complete genome",Hipposideros pomona bat coronavirus HKU10-related,334201,0.925996720878284,-0.083283236661601
2.5008958642,JQ989270,0.146892655367232,Bat coronavirus HKU10,Alphacoronavirus,Alphacoronavirus,28494,"Lau,S.K., Li,K.S., Tsang,A.K., Shek,C.T., Wang,M., Choi,G.K., Guo,R., Wong,B.H., Poon,R.W., Lam,C.S., Wang,S.Y., Fan,R.Y., Chan,K.H., Zheng,B.J., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Woo,P.C.Y., Li,K.S.M., Tsang,A.K.L., Shek,C.-T., Choi,G.K.Y., Wong,B.H.L., Poon,R.W.S., Lam,C.S.F., Wang,S.Y.H., Fan,R.Y.Y., Chan,K.-H., Zheng,B.-J., Yuen,K.-Y.",22933277,China,Rousettus leschenaultii,unknown,2005-10,"Rousettus bat coronavirus HKU10 isolate 183A, complete genome",Bat coronavirus HKU10,9408,0.916649013363676,0.162647076820819
2.4795544081,MN611525,0.146892655367232,Hipposideros pomona bat coronavirus CHB25,Alphacoronavirus,Alphacoronavirus,28169,"Li,B., Si,H.R., Zhu,Y., Yang,X.L., Anderson,D.E., Shi,Z.L., Wang,L.F., Zhou,P.","",China,Hipposideros larvatus,unknown,2018-03,"Hipposideros pomona bat coronavirus CHB25 isolate CHB0025, complete genome",Hipposideros pomona bat coronavirus CHB25,175524,0.90807886988033,0.12177747138976
2.5077807863,KJ473807,0.11864406779661,Rhinolophus ferrumequinum alphacoronavirus HuB-2013,Alphacoronavirus,Alphacoronavirus,27608,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",26262818,China,Rhinolophus ferrumequinum,unknown,2013,"BtRf-AlphaCoV/HuB2013, complete genome",Rhinolophus ferrumequinum alphacoronavirus HuB-2013,59479,0.919398213169067,-0.308480367888096
2.505314333,KJ473810,0.112994350282486,Rhinolophus ferrumequinum alphacoronavirus HuB-2013,Alphacoronavirus,Alphacoronavirus,27576,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",26262818,China,Myotis sp.,unknown,2013,"BtMs-AlphaCoV/GS2013, complete genome",Rhinolophus ferrumequinum alphacoronavirus HuB-2013,59479,0.91841420890012,-0.410116793123032
2.5296774083,MK211373,0.129943502824859,Coronavirus BtRs-AlphaCoV/YN2018,Alphacoronavirus,Alphacoronavirus,29109,"Han,Y., Wu,Z.","",China,Cynopterus sphinx,unknown,2017-05,"Coronavirus BtRs-AlphaCoV/YN2018, complete genome",Bat Coronavirus BtRs-AlphaCoV,9400,0.928091788008981,-0.073294761034818
2.5023991909,MK720945,0.152542372881356,Rhinolophus bat coronavirus HKU32,Alphacoronavirus,Alphacoronavirus,29201,"Lau,S.K.P., Wong,A.C.P., Zhang,L., Luk,H.K.H., Kwok,J.S.L., Ahmed,S.S., Cai,J.P., Zhao,P.S.H., Teng,J.L.L., Tsui,S.K.W., Yuen,K.Y., Woo,P.C.Y., Li,K.S.M., Cai,J.-P.",31067830,Hong Kong,Rhinolophus sinicus,feces,8/6/2015,"Rhinolophus bat coronavirus HKU32 strain TLC26A, complete genome",Rhinolophus bat coronavirus HKU32,89399,0.917249948039199,0.262380090934647
2.5453871088,KJ473809,0.129943502824859,Nyctalus velutinus alphacoronavirus SC-2013,Alphacoronavirus,Alphacoronavirus,27783,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",26262818,China,Nyctalus velutinus,unknown,2013,"BtNv-AlphaCoV/SC2013, complete genome",Nyctalus velutinus alphacoronavirus SC-2013,187011,0.93428274405446,-0.0437783791100643
2.5592682545,MH938448,0.112994350282486,Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011,Alphacoronavirus,Alphacoronavirus,27862,"De Sabato,L., Lelli,D., Faccin,F., Canziani,S., Di Bartolo,I., Vaccari,G., Moreno,A.",30447246,Italy,Pipistrellus kuhlii,unknown,2011,"Alphacoronavirus Bat-CoV/P.kuhlii/Italy/206645-41/2011, complete genome",Alphacoronavirus Bat-CoV/P.kuhlii,59472,0.939721379546041,-0.308441654361401
2.5189475634,MK720944,0.112994350282486,Tylonycteris bat coronavirus HKU33,Alphacoronavirus,Alphacoronavirus,27636,"Lau,S.K.P., Wong,A.C.P., Zhang,L., Luk,H.K.H., Kwok,J.S.L., Ahmed,S.S., Cai,J.P., Zhao,P.S.H., Teng,J.L.L., Tsui,S.K.W., Yuen,K.Y., Woo,P.C.Y., Li,K.S.M., Cai,J.-P.",31067830,China,Tylonycteris robustula,feces,9/9/2015,"Tylonycteris bat coronavirus HKU33 strain GZ151867, complete genome",Tylonycteris bat coronavirus HKU33,526822,0.923841180718714,-0.384214986354183
2.4873629582,KJ473795,0.124293785310734,Bat coronavirus 1A,Alphacoronavirus,Alphacoronavirus,28310,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.","26262818, 27125516",China,Miniopterus fuliginosus,unknown,2011,"BtMf-AlphaCoV/AH2011, complete genome",Bat coronavirus 1A,187007,0.911223096352076,-0.250579144235254
2.501192226,MN611524,0.135593220338983,Miniopterus schreibersii bat coronavirus 1-related,Alphacoronavirus,Alphacoronavirus,28316,"Li,B., Si,H.R., Zhu,Y., Yang,X.L., Anderson,D.E., Shi,Z.L., Wang,L.F., Zhou,P.","",China,Miniopterus schreibersii,unknown,2018-03,"Miniopterus schreibersii bat coronavirus 1-related isolate 161454, complete genome",Miniopterus schreibersii bat coronavirus 1-related,9433,0.916767508598067,-0.0304526628731931
2.5229349203,KJ473797,0.124293785310734,Miniopterus bat coronavirus HKU8,Alphacoronavirus,Alphacoronavirus,28758,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.","26262818, 27125516",China,Miniopterus fuliginosus,unknown,2012,"BtMf-AlphaCoV/GD2012, complete genome",Miniopterus bat coronavirus HKU8,187007,0.925422874756279,-0.182864898210756
2.5129136049,MN611518,0.112994350282486,Miniopterus pusillus bat coronavirus HKU8-related,Alphacoronavirus,Alphacoronavirus,28751,"Li,B., Si,H.R., Zhu,Y., Yang,X.L., Anderson,D.E., Shi,Z.L., Wang,L.F., Zhou,P.","",China,Miniopterus pusillus,unknown,2018-03,"Miniopterus pusillus bat coronavirus HKU8-related isolate 6610, complete genome",Miniopterus pusillus bat coronavirus HKU8-related,258934,0.921442878702667,-0.395661117110266
2.5174382898,KJ473806,0.135593220338983,Myotis ricketti alphacoronavirus Sax-2011,Alphacoronavirus,Alphacoronavirus,27935,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",26262818,China,Myotis ricketti,unknown,2011,"BtMr-AlphaCoV/SAX2011, complete genome",Myotis ricketti alphacoronavirus Sax-2011,203696,0.923241832817592,0.000413585819296068
2.5080854807,KY770850,0.129943502824859,Bat coronavirus,Unknown,Alphacoronavirus,26883,"Lin,X.D., Wang,W., Hao,Z.Y., Wang,Z.X., Guo,W.P., Guan,X.Q., Wang,M.R., Wang,H.W., Zhou,R.H., Li,M.H., Tang,G.P., Wu,J., Holmes,E.C., Zhang,Y.Z., Lin,X.-D., Hao,Z.-Y.H., Zhang,Y.-Z.",28384506,China,Myotis siligorensis,unknown,2013,"Bat coronavirus isolate Anlong-43, complete genome",Bat coronavirus,258940,0.919519705403571,-0.114163137393246
2.5131025986,KY770851,0.129943502824859,Bat coronavirus,Unknown,Alphacoronavirus,28096,"Lin,X.D., Wang,W., Hao,Z.Y., Wang,Z.X., Guo,W.P., Guan,X.Q., Wang,M.R., Wang,H.W., Zhou,R.H., Li,M.H., Tang,G.P., Wu,J., Holmes,E.C., Zhang,Y.Z., Lin,X.-D., Hao,Z.-Y.H., Zhang,Y.-Z.",28384506,China,Myotis davidii,unknown,2013,"Bat coronavirus isolate Anlong-57, complete genome",Bat coronavirus,225400,0.921518084866928,-0.104635621571388
2.5470274182,KJ473808,0.186440677966102,BtRf-AlphaCoV/YN2012,Alphacoronavirus,Alphacoronavirus,26975,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",26262818,China,Rhinolophus ferrumequinum,unknown,2012,"BtRf-AlphaCoV/YN2012, complete genome",BtRf-AlphaCoV/YN2012,59479,0.934926960839261,0.930051118259745
2.5557204468,MF094682,0.152542372881356,Swine acute diarrhea syndrome coronavirus,Unknown,Alphacoronavirus,27173,"Zhou,P., Fan,H., Lan,T., Yang,X.L., Shi,W.F., Zhang,W., Zhu,Y., Zhang,Y.W., Xie,Q.M., Mani,S., Zheng,X.S., Li,B., Li,J.M., Guo,H., Pei,G.Q., An,X.P., Chen,J.W., Zhou,L., Mai,K.J., Wu,Z.X., Li,D., Anderson,D.E., Zhang,L.B., Li,S.Y., Mi,Z.Q., He,T.T., Cong,F., Guo,P.J., Huang,R., Luo,Y., Liu,X.L., Chen,J., Huang,Y., Sun,Q., Zhang,X.L., Wang,Y.Y., Xing,S.Z., Chen,Y.S., Sun,Y., Li,J., Daszak,P., Wang,L.F., Shi,Z.L., Tong,Y.G., Ma,J.Y., Zhang,Y., Shailendra,M., Zheng,X., Yang,X., Pei,G., An,X., Mai,K., Wu,Z., Anderson,D., Zhang,L., Li,S., Mi,Z., He,T., Liu,X., Zhang,X., Cheng,Y., Xie,Q., Wang,L.-F., Shi,Z., Tong,Y., Ma,J.",29618817,China,Sus scrofa,unknown,"","Swine acute diarrhea syndrome coronavirus isolate FarmB, complete genome",Swine acute diarrhea syndrome coronavirus,9823,0.938334159172302,0.36301999931444
2.5569137704,MF370205,0.15819209039548,Rhinolophus bat coronavirus HKU2,Alphacoronavirus,Alphacoronavirus,27155,"Pan,Y., Tian,X., Qin,P., Wang,B., Zhao,P., Yang,Y.-L., Wang,L., Wang,D., Song,Y., Zhang,X., Huang,Y.-W., Huang,Y.W.","",China: Guangdong,Sus scrofa,abdominal cavity,2017,"Rhinolophus bat coronavirus HKU2 isolate Swine enteric alphacoronavirus CH/GD-01/2017/P2, complete genome",Rhinolophus bat coronavirus HKU2,9823,0.938800972783828,0.462235031884896
2.5562214147,MK977618,0.15819209039548,Swine enteric alphacoronavirus,Alphacoronavirus,Alphacoronavirus,27155,"Yang,Y.-L., Liang,Q.-Z., Xu,S.-Y., Mazing,E., Xu,G.-H., Peng,L., Qin,P., Wang,B., Huang,Y.-W., Huang,Y.W., Yang,Y.L.","",China,Sus scrofa,unknown,2018,"Swine enteric alphacoronavirus strain SeACoV-p10, complete genome",Swine enteric alphacoronavirus,9823,0.938530158233002,0.460940795315217
