cophenetic_distance,Accession,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID,log_cophenetic_distance,studres
2.56358937,MK937832,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27471,"Sheng,J., Ren,M., Xu,L., Ma,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2013,"Infectious bronchitis virus strain ck/CH/LJL/130906, complete genome",Avian coronavirus,9031,0.941408374126621,-0.168986529638964
2.5787551019,KR902510,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27464,"Senthil Kumar,V., Raja,A., Vijayarani,K., Roy,P.","",India,Gallus gallus,kidney,2003,"Infectious bronchitis virus isolate Ind-TN92-03, complete genome",Avian coronavirus,9031,0.947306763840533,0.218542575713618
2.5401982586,EU714028,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27640,"Xiao,C.T., Shi,L., Gong,L.Y., Zhou,J.Y.","",China,Gallus gallus,abdominal cavity,1997,"Infectious bronchitis virus isolate ZJ971, complete genome",Avian coronavirus,9031,0.932242132551274,-0.103754111142046
2.5399249262,KJ425511,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,5/29/2011,"Infectious bronchitis virus strain ck/CH/LSD/110529, complete genome",Avian coronavirus,9031,0.932134523979466,0.0135091727430029
2.5399125578,KJ435284,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27616,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,12/23/2011,"Infectious bronchitis virus strain ck/CH/LSD/111241, complete genome",Avian coronavirus,9031,0.932129654374862,0.0134812020390124
2.5399154209,KJ425488,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,8/25/2011,"Infectious bronchitis virus strain ck/CH/LHB/110825, complete genome",Avian coronavirus,9031,0.932130781617758,0.0134876768516242
2.5396300909,KJ425510,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,5/5/2011,"Infectious bronchitis virus strain ck/CH/LSD/110505, complete genome",Avian coronavirus,9031,0.932018436920919,0.012842375981513
2.5394386347,KJ425491,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,12/18/2011,"Infectious bronchitis virus strain ck/CH/LHB/111268, complete genome",Avian coronavirus,9031,0.931943046643514,0.012409339010116
2.5402982441,KJ425492,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,4/3/2012,"Infectious bronchitis virus strain ck/CH/LHB/120403, complete genome",Avian coronavirus,9031,0.932281493074388,0.0143533540848216
2.5464341146,KJ425497,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27621,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,5/24/2013,"Infectious bronchitis virus strain ck/CH/LHB/130598, complete genome",Avian coronavirus,9031,0.934693994084191,0.0282106276717679
2.539632893,KJ425495,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,10/26/2012,"Infectious bronchitis virus strain ck/CH/LHB/121040, complete genome",Avian coronavirus,9031,0.932019540269971,0.0128487135487132
2.5396329027,KJ425499,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,11/18/2013,"Infectious bronchitis virus strain ck/CH/LHB/131118, complete genome",Avian coronavirus,9031,0.932019544089421,0.0128487354873903
2.5399164613,KJ425494,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27641,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,10/24/2012,"Infectious bronchitis virus strain ck/CH/LHB/121024, complete genome",Avian coronavirus,9031,0.932131191237613,0.0134900296824255
2.5395376386,KJ425505,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,3/10/2011,"Infectious bronchitis virus strain ck/CH/LHLJ/110310, complete genome",Avian coronavirus,9031,0.931982032413356,-0.10524810906686
2.5407709544,KJ425502,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,11/26/2013,"Infectious bronchitis virus strain ck/CH/LHB/131143, complete genome",Avian coronavirus,9031,0.932467560330274,-0.10245926897014
2.5401030087,KJ425493,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,7/21/2012,"Infectious bronchitis virus strain ck/CH/LHB/120749, complete genome",Avian coronavirus,9031,0.932204634814428,-0.103969495651084
2.5397236756,KJ425498,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,6/18/2013,"Infectious bronchitis virus strain ck/CH/LHB/130642, complete genome",Avian coronavirus,9031,0.932055285978619,-0.104827345447676
2.540005264,KJ425487,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,5/26/2011,"Infectious bronchitis virus strain ck/CH/LHB/110526, complete genome",Avian coronavirus,9031,0.932166153469242,0.0136908505553251
2.5398186029,FJ888351,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27652,"Zhang,Y., Wang,H.N., Wang,T., Fan,W.Q., Zhang,A.Y., Wei,K., Tian,G.B., Yang,X.",20652731,Netherlands,Gallus gallus,unknown,1960,"Infectious bronchitis virus strain H120, complete genome",Avian coronavirus,9031,0.932092662299086,0.013268721875834
2.5396279343,JF330899,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27631,"Sun,C., Han,Z., Ma,H., Shao,Y., Kong,X., Liu,S.","",China,Gallus gallus,unknown,2009,"Infectious bronchitis virus strain ck/CH/LNM/091017, complete genome",Avian coronavirus,9031,0.932017587741772,-0.105043881618853
2.5394385645,KJ425512,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,7/26/2011,"Infectious bronchitis virus strain ck/CH/LSD/110726, complete genome",Avian coronavirus,9031,0.931943018999609,0.0124091802252837
2.5400060555,KJ425500,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27644,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,11/21/2013,"Infectious bronchitis virus strain ck/CH/LHB/131132, complete genome",Avian coronavirus,9031,0.932166465082721,-0.104188740054628
2.5400070966,KJ425503,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27609,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,9/8/2009,"Infectious bronchitis virus strain ck/CH/LHLJ/090908, complete genome",Avian coronavirus,9031,0.93216687496355,0.0136949947735957
2.539532235,KJ425507,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,12/16/2013,"Infectious bronchitis virus strain ck/CH/LHLJ/131216, complete genome",Avian coronavirus,9031,0.931979904622192,0.0126210488978745
2.5396277316,MK937831,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Ren,M., Sheng,J., Xu,L., Ma,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,"","Infectious bronchitis virus strain H120, complete genome",Avian coronavirus,9031,0.932017507926927,-0.105044340070023
2.53934192,KJ425501,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,11/26/2013,"Infectious bronchitis virus strain ck/CH/LHB/131142, complete genome",Avian coronavirus,9031,0.931904960847536,0.0121905766255407
2.5401894264,GU393335,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27632,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W.",21994806,Netherlands,Gallus gallus,unknown,1960,"Infectious bronchitis virus serotype H120, complete genome",Avian coronavirus,9031,0.932238655572529,0.0141072981257394
2.5396237669,JF828981,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27641,"Liu,X., Shao,Y., Ma,H., Sun,C., Zhang,X., Li,C., Han,Z., Yan,B., Kong,X., Liu,S.",23178317,China,Gallus gallus,unknown,2010,"Infectious bronchitis virus strain ck/CH/LDL/101212, complete genome",Avian coronavirus,9031,0.932015946791394,0.0128280728349748
2.5401026471,KJ425486,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27644,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,5/23/2012,"Infectious bronchitis virus strain ck/CH/LDL/120557, complete genome",Avian coronavirus,9031,0.932204492457986,0.0139110673177268
2.5396300022,KJ435285,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27643,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,12/28/2012,"Infectious bronchitis virus strain ck/CH/LSD/121228, complete genome",Avian coronavirus,9031,0.932018401994572,-0.222922741691824
2.5407690483,KT736031,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27641,"Gao,M., Zhao,W., Wang,Q., Chen,Y., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2015-04,"Infectious bronchitis virus isolate ck/CH/LDL/150434-I, complete genome",Avian coronavirus,9031,0.932466810124628,-0.220347064291968
2.5397226917,KJ425490,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27641,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,12/21/2011,"Infectious bronchitis virus strain ck/CH/LHB/111232, complete genome",Avian coronavirus,9031,0.932054898574194,0.0130518094162624
2.5400078162,KJ425506,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,10/22/2011,"Infectious bronchitis virus strain ck/CH/LHLJ/111050, complete genome",Avian coronavirus,9031,0.932167158269804,0.0136966220670428
2.5401005892,MK937829,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27639,"Ren,M., Sheng,J., Xu,L., Ma,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2017,"Infectious bronchitis virus strain I0306/17, complete genome",Avian coronavirus,9031,0.932203682293548,0.0139064137835937
2.5392492181,MG763935,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27631,"Jakhesara,S.J., Nath,B., Pal,J.K., Kumar,S., Joshi,C.G.","",India,Gallus gallus,lung,2013,"Infectious bronchitis virus strain IBV/Chicken/Haryana/53/2013, complete genome",Avian coronavirus,9031,0.931868453911857,0.0119808831212587
2.5394303886,KJ425509,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,10/23/2012,"Infectious bronchitis virus strain ck/CH/LJL/121059, complete genome",Avian coronavirus,9031,0.931939799424513,0.0123906871908368
2.5774605855,FJ904713,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27660,"McKinley,E.T., Jackwood,M.W., Hilt,D.A., Kissinger,J.C., Robertson,J.S., Lemke,C., Paterson,A.H.",21539870,USA,Gallus gallus,unknown,2006,"Infectious bronchitis virus strain Mass41 2006, complete genome",Avian coronavirus,9031,0.946804645036481,0.215658272203417
2.557154982,KJ425485,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27594,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,9/17/2011,"Infectious bronchitis virus strain ck/CH/LDL/110931, complete genome",Avian coronavirus,9031,0.938895305344401,-0.0655387234133865
2.6944328394,GQ504722,0.112994350282486,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27648,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1998,"Infectious bronchitis virus strain Georgia 1998 pass8, complete genome",Avian coronavirus,9031,0.991187733011193,0.234835404520894
2.6943081445,GQ504723,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27620,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1998,"Infectious bronchitis virus strain Georgia 1998 Vaccine, complete genome",Avian coronavirus,9031,0.991141453221389,0.352461560325238
2.6494248339,GU393332,0.107344632768362,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27591,"Thor,S.W., Hilt,D.A., Kissinger,J.C., Paterson,A.H., Jackwood,M.W.",21994806,USA,Gallus gallus,unknown,1992,"Infectious bronchitis virus serotype Delaware 072, complete genome",Avian coronavirus,9031,0.974342572629393,0.020187484117546
2.584260365,KJ425496,0.129943502824859,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27606,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,5/25/2013,"Infectious bronchitis virus strain ck/CH/LHB/130573, complete genome",Avian coronavirus,9031,0.949439341293279,0.348682111468229
2.6040055157,KT736032,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27615,"Gao,M., Zhao,W., Wang,Q., Chen,Y., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2015-04,"Infectious bronchitis virus isolate ckCHLDL150434-II, complete genome",Avian coronavirus,9031,0.957050842508442,0.274516004166637
2.5489508723,MG913343,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27605,"Taniwaki,S.A., Hora,A.S., Berg,M., Brandao,P.E.","",Brazil,Gallus gallus,oronasopharynx,2013,"Avian coronavirus isolate AvCoV/Gallus gallus/Brazil/sample 22/2013, complete genome",Avian coronavirus,9031,0.935681851885374,-0.319767051326672
2.5465007329,KJ425489,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,11/18/2011,"Infectious bronchitis virus strain ck/CH/LHB/111172, complete genome",Avian coronavirus,9031,0.934720155149274,0.0283608955885213
2.5396111664,KJ425508,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27641,"Chen,L., Zhang,T., Han,Z., Liang,S., Xu,Y., Xu,Q., Chen,Y., Zhao,Y., Shao,Y., Li,H., Wang,K., Kong,X., Liu,S., Zhang,X.",26482289,China,Gallus gallus,unknown,9/9/2009,"Infectious bronchitis virus strain ck/CH/LHN/090909, complete genome",Avian coronavirus,9031,0.932010985217391,0.012799573867731
2.5392573115,MK937833,0.11864406779661,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27642,"Ren,M., Sheng,J., Xu,L., Ma,T., Han,Z., Liu,S.","",China,Gallus gallus,unknown,2014,"Infectious bronchitis virus strain ck/CH/LJL/140820, complete genome",Avian coronavirus,9031,0.931871641226849,0.0119991908544898
2.5402777915,KY805845,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27631,"Abozeid,H.H., Paldurai,A., Khattar,S.K., Afifi,M.A., El-Kady,M.F., El-Deeb,A.H., Samal,S.K.",28495648,Egypt,Gallus gallus,unknown,2014,"Infectious bronchitis virus isolate IBV/Ck/EG/CU/1/2014, complete genome",Avian coronavirus,9031,0.932273441782623,0.132188782734765
2.5394541692,GQ504725,0.101694915254237,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27451,"Phillips,J.E., Jackwood,M.W., McKinley,E.T., Thor,S.W., Hilt,D.A., Acevedol,N.D., Williams,S.M., Kissinger,J.C., Paterson,A.H., Robertson,J.S., Lemke,C., Mckinley,E.T.",21909766,USA,Gallus gallus,unknown,1941,"Infectious bronchitis virus strain Mass41 Vaccine, complete genome",Avian coronavirus,9031,0.931949163921669,-0.341208579958009
