Accession,mash.dist.to.wuhan1.k.9,mash.dist.to.wuhan1.k.10,mash.dist.to.wuhan1.k.11,mash.dist.to.wuhan1.k.12,mash.dist.to.wuhan1.k.13,mash.dist.to.wuhan1.k.14,mash.dist.to.wuhan1.k.15,mash.dist.to.wuhan1.k.16,mash.dist.to.wuhan1.k.17,mash.dist.to.wuhan1.k.18,mash.dist.to.wuhan1.k.19,mash.dist.to.wuhan1.k.20,mash.dist.to.wuhan1.k.21,prop_hits,Species,Genus,Genus_clean,Length,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_clean,Host_taxID,log_mash_distance,"get(str_glue(""mash.dist.to.wuhan1.k.{k}""))",studres
AY572034,0.0953148,0.140965,0.167427,0.170602,0.166738,0.165159,0.163323,0.158243,0.162493,0.153301,0.149972,0.151021,0.147505,0.740112994350282,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29540,"Wang,M., Yan,M., Xu,H., Liang,W., Kan,B., Zheng,B., Chen,H., Zheng,H., Xu,Y., Zhang,E., Wang,H., Ye,J., Li,G., Li,M., Cui,Z., Liu,Y.F., Guo,R.T., Liu,X.N., Zhan,L.H., Zhou,D.H., Zhao,A., Hai,R., Yu,D., Guan,Y., Xu,J.",16485471,China: Southern China,Paguma larvata,feces,"","SARS coronavirus civet007, complete genome",SARS,9675,-1.78720784361007,0.167427,1.69717101688728
AY572035,0.0950874,0.140902,0.167524,0.170152,0.166858,0.16477,0.16304,0.158243,0.162493,0.153301,0.14946,0.15161,0.14791,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29518,"Wang,M., Yan,M., Xu,H., Liang,W., Kan,B., Zheng,B., Chen,H., Zheng,H., Xu,Y., Zhang,E., Wang,H., Ye,J., Li,G., Li,M., Cui,Z., Liu,Y.F., Guo,R.T., Liu,X.N., Zhan,L.H., Zhou,D.H., Zhao,A., Hai,R., Yu,D., Guan,Y., Xu,J.",16485471,China: Southern China,Paguma larvata,feces,"","SARS coronavirus civet010, complete genome",SARS,9675,-1.78662865439904,0.167524,1.588024340276
AY572038,0.0943132,0.140087,0.165601,0.169816,0.164736,0.162981,0.159618,0.15667,0.159599,0.149955,0.146655,0.149297,0.144016,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29683,"Wang,M., Yan,M., Xu,H., Liang,W., Kan,B., Zheng,B., Chen,H., Zheng,H., Xu,Y., Zhang,E., Wang,H., Ye,J., Li,G., Li,M., Cui,Z., Liu,Y.F., Guo,R.T., Liu,X.N., Zhan,L.H., Zhou,D.H., Zhao,A., Hai,R., Yu,D., Guan,Y., Xu,J.",16485471,China: Southern China,Paguma larvata,feces,"","SARS coronavirus civet020, complete genome",SARS,9675,-1.79817399840187,0.165601,1.50654563353524
AY585229,0.119248,0.207477,0.283546,0.357497,0.393769,0.419967,0.421391,0.420377,0.436405,0.43468,0.375332,0.391212,0.405585,0.192090395480226,Betacoronavirus 1,Betacoronavirus,Betacoronavirus,30744,"St-Jean,J.R., Jacomy,H., Desforges,M., Vabret,A., Freymuth,F., Talbot,P.J.",15280490,France: Paris,Homo sapiens,oronasopharynx,"","Human coronavirus OC43 serotype OC43-Paris, complete genome",Betacoronavirus 1,9606,-1.26038091148106,0.283546,-0.0587624357781055
AY597011,0.116268,0.197566,0.264547,0.337385,0.371716,0.419967,0.402232,0.388475,0.406368,0.396183,0.390467,0.356565,0.405585,0.186440677966102,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29926,"Woo,P.C., Lau,S.K., Chu,C.M., Chan,K.H., Tsoi,H.W., Huang,Y., Wong,B.H., Poon,R.W., Cai,J.J., Luk,W.K., Poon,L.L., Wong,S.S., Guan,Y., Peiris,J.S., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Wong,B.H.L., Wong,S.S.Y., Peiris,J.S.M.",15613317,"",Homo sapiens,unknown,"","Human coronavirus HKU1 genotype A, complete genome",Human coronavirus HKU1,9606,-1.32973634970764,0.264547,-0.60142561240129
AY613947,0.094185,0.139651,0.165411,0.169592,0.164505,0.162354,0.15922,0.155691,0.158776,0.149038,0.145545,0.148365,0.14291,0.711864406779661,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29730,"","","",Homo sapiens,"","",SARS coronavirus GZ0402,SARS,,-1.79932199316258,0.165411,1.32888574529889
AY613948,0.0942811,0.139527,0.165128,0.168596,0.1637,0.161734,0.159353,0.15583,0.15894,0.149495,0.145076,0.147997,0.14291,0.706214689265537,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29730,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,China,Paradoxurus hermaphroditus,unknown,"","SARS coronavirus PC4-13, complete genome",SARS,71117,-1.80103434825018,0.165128,1.26034779780187
AY613949,0.0943132,0.139713,0.165034,0.168816,0.163814,0.161857,0.15922,0.156109,0.15894,0.149495,0.145232,0.147997,0.14291,0.706214689265537,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29730,"Song,H.D., Tu,C.C., Zhang,G.W., Wang,S.Y., Zheng,K., Lei,L.C., Chen,Q.X., Gao,Y.W., Zhou,H.Q., Xiang,H., Zheng,H.J., Chern,S.W., Cheng,F., Pan,C.M., Xuan,H., Chen,S.J., Luo,H.M., Zhou,D.H., Liu,Y.F., He,J.F., Qin,P.Z., Li,L.H., Ren,Y.Q., Liang,W.J., Yu,Y.D., Anderson,L., Wang,M., Xu,R.H., Wu,X.W., Zheng,H.Y., Chen,J.D., Liang,G., Gao,Y., Liao,M., Fang,L., Jiang,L.Y., Li,H., Chen,F., Di,B., He,L.J., Lin,J.Y., Tong,S., Kong,X., Du,L., Hao,P., Tang,H., Bernini,A., Yu,X.J., Spiga,O., Guo,Z.M., Pan,H.Y., He,W.Z., Manuguerra,J.C., Fontanet,A., Danchin,A., Niccolai,N., Li,Y.X., Wu,C.I., Zhao,G.P.",15695582,China,Paradoxurus hermaphroditus,unknown,"","SARS coronavirus PC4-136, complete genome",SARS,71117,-1.80160376570307,0.165034,1.2563362864848
AY686863,0.0954125,0.141028,0.168405,0.171741,0.1677,0.166078,0.164177,0.159267,0.163019,0.153631,0.150489,0.152407,0.148524,0.745762711864407,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29499,"Kan,B., Wang,M., Jing,H., Xu,H., Jiang,X., Yan,M., Liang,W., Zheng,H., Wan,K., Liu,Q., Cui,B., Xu,Y., Zhang,E., Wang,H., Ye,J., Li,G., Li,M., Cui,Z., Qi,X., Chen,K., Du,L., Gao,K., Zhao,Y.T., Zou,X.Z., Feng,Y.J., Gao,Y.F., Hai,R., Yu,D., Guan,Y., Xu,J.",16140765,"",Paradoxurus hermaphroditus,unknown,"","SARS coronavirus A022, complete genome",SARS,71117,-1.78138348640328,0.168405,1.79500472569351
AY686864,0.095055,0.140839,0.167524,0.170602,0.166738,0.164899,0.163323,0.158243,0.162493,0.153301,0.149972,0.151021,0.147505,0.728813559322034,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29525,"Xu,J., Kan,B., Yan,M., Xu,Y.","","",Paradoxurus hermaphroditus,unknown,"","SARS coronavirus B039, complete genome",SARS,71117,-1.78662865439904,0.167524,1.588024340276
DQ001338,0.126592,0.220243,0.300419,0.379349,0.39906,0.430963,0.448402,0.431766,0.419488,0.43468,0.448279,0.370944,0.372583,0.124293785310734,Avian coronavirus,Gammacoronavirus,Gammacoronavirus,27613,"Fang,S.G., Shen,S., Tay,F.P., Liu,D.X., Fang,S., Liu,D.",16137658,"",Gallus gallus,embryo,"","Avian infectious bronchitis virus isolate IBV-EP3, complete genome",Avian coronavirus,9031,-1.20257711209096,0.300419,-0.326852400310548
DQ010921,0.125136,0.217539,0.289235,0.387565,0.432971,0.437171,0.47542,0.445706,0.501017,0.43468,0.411802,1,1,0.101694915254237,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,29147,"Dye,C., Siddell,S.G.",16033972,"",Felis catus,unknown,"","Feline coronavirus strain FIPV 79-1146, complete genome",Alphacoronavirus 1,9685,-1.24051577250714,0.289235,-0.81782667132303
DQ022305,0.0971267,0.145445,0.166845,0.175266,0.170925,0.168228,0.16304,0.15868,0.160772,0.152323,0.14946,0.149297,0.144203,0.757062146892655,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29711,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-1,SARS-like,,-1.79069004127003,0.166845,1.84260831328224
DQ071615,0.0955103,0.138787,0.167232,0.170715,0.162792,0.161857,0.159485,0.153381,0.154082,0.149495,0.144921,0.146733,0.14095,0.745762711864407,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29736,"Li,W., Shi,Z., Yu,M., Ren,W., Smith,C., Epstein,J.H., Wang,H., Crameri,G., Hu,Z., Zhang,H., Zhang,J., McEachern,J., Field,H., Daszak,P., Eaton,B.T., Zhang,S., Wang,L.F., Wang,L.-F.",16195424,China,Chiroptera,unknown,"","Bat SARS coronavirus Rp3, complete genome",Bat SARS-like,,-1.78837320908399,0.167232,1.74559455809458
DQ084199,0.0966943,0.145046,0.16646,0.174548,0.169792,0.167548,0.162619,0.158243,0.159269,0.151522,0.148786,0.148181,0.14346,0.757062146892655,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29728,"","","",Rhinolophus sinicus,"","",Bat SARS coronavirus HKU3-2,SARS-like,,-1.79300023866419,0.16646,1.82626849011018
DQ201447,0.123942,0.21032,0.286344,0.356306,0.421136,0.437171,0.47542,0.410749,0.436405,1,1,1,1,0.101694915254237,Alphacoronavirus 1,Alphacoronavirus,Alphacoronavirus,28548,"Cheng,J., Liu,J.-X., Wu,R., Li,J.-Q.","","",Sus scrofa,unknown,"","Transmissible gastroenteritis virus strain TS, complete genome",Alphacoronavirus 1,9823,-1.25056139374053,0.286344,-0.888398864780635
DQ412042,0.0965287,0.144384,0.172653,0.17759,0.169418,0.173936,0.169571,0.165822,0.164088,0.157406,0.154268,0.151217,0.1413,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29709,"Li,W., Shi,Z., Yu,M., Ren,W., Smith,C., Epstein,J.H., Wang,H., Crameri,G., Hu,Z., Zhang,H., Zhang,J., McEachern,J., Field,H., Daszak,P., Eaton,B.T., Zhang,S., Wang,L.F., Ren,W.Z., Li,W.D., Zhou,P., Hao,P., Zhang,S.Y., Zhao,G.P., Zhong,Y., Wang,S.Y., Wang,L.-F., Shi,Z.L.",16195424,"",Rhinolophus ferrumequinum,unknown,"","Bat SARS coronavirus Rf1, complete genome",Bat SARS-like,59479,-1.75647147910249,0.172653,1.85776967768452
DQ412043,0.0969934,0.140902,0.168405,0.170715,0.165436,0.165814,0.164034,0.15781,0.161798,0.150576,0.151895,0.154881,0.146509,0.745762711864407,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29749,"Li,W., Shi,Z., Yu,M., Ren,W., Smith,C., Epstein,J.H., Wang,H., Crameri,G., Hu,Z., Zhang,H., Zhang,J., McEachern,J., Field,H., Daszak,P., Eaton,B.T., Zhang,S., Wang,L.F., Ren,W.Z., Li,W.D., Zhou,P., Hao,P., Zhang,S.Y., Zhao,G.P., Zhong,Y., Wang,S.Y., Wang,L.-F., Shi,Z.L.",16195424,"",Rhinolophus macrotis,unknown,"","Bat SARS coronavirus Rm1, complete genome",Bat SARS-like,196889,-1.78138348640328,0.168405,1.79500472569351
DQ415896,0.116096,0.197566,0.264232,0.336451,0.369824,0.398189,0.402232,0.388475,0.395649,0.396183,0.390467,0.356565,0.405585,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29860,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N19 genotype A, complete genome",Human coronavirus HKU1,9606,-1.33092777386503,0.264232,-0.665961946976697
DQ415897,0.117351,0.195346,0.266463,0.337385,0.364415,0.410443,0.391969,0.388475,0.395649,0.396183,0.375332,0.345413,0.405585,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29845,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N20 genotype C, complete genome",Human coronavirus HKU1,9606,-1.32251988178794,0.266463,-0.606939339144669
DQ415898,0.117613,0.19559,0.266787,0.338329,0.362694,0.410443,0.391969,0.388475,0.395649,0.396183,0.375332,0.345413,0.405585,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29815,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N21 genotype C, complete genome",Human coronavirus HKU1,9606,-1.32130469176498,0.266787,-0.598409806751555
DQ415899,0.117525,0.195103,0.266141,0.336451,0.362694,0.410443,0.391969,0.388475,0.395649,0.396183,0.375332,0.345413,0.405585,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29905,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N22 genotype C, complete genome",Human coronavirus HKU1,9606,-1.32372903545269,0.266141,-0.615426741263283
DQ415900,0.116225,0.197317,0.263605,0.336451,0.367978,0.40612,0.402232,0.388475,0.395649,0.396183,0.390467,0.356565,0.405585,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29812,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N23 genotype A, complete genome",Human coronavirus HKU1,9606,-1.33330350840014,0.263605,-0.682641655240813
DQ415902,0.117744,0.193182,0.262057,0.333714,0.37979,0.40612,0.421391,0.420377,0.436405,0.43468,0.390467,0.370944,0.405585,0.192090395480226,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29845,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N25 genotype B, complete genome",Human coronavirus HKU1,9606,-1.33919324163128,0.262057,-0.611638734746814
DQ415903,0.116397,0.198319,0.265181,0.337385,0.371716,0.419967,0.402232,0.388475,0.406368,0.396183,0.390467,0.356565,0.405585,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29920,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N3 genotype A, complete genome",Human coronavirus HKU1,9606,-1.32734266727922,0.265181,-0.64079333967525
DQ415907,0.116096,0.196573,0.263918,0.337385,0.367978,0.398189,0.402232,0.388475,0.395649,0.396183,0.390467,0.356565,0.405585,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29887,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N10 genotype A, complete genome",Human coronavirus HKU1,9606,-1.33211683014448,0.263918,-0.674310018574952
DQ415908,0.116311,0.196326,0.264864,0.336451,0.367978,0.398189,0.402232,0.388475,0.395649,0.396183,0.390467,0.356565,0.405585,0.180790960451977,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29947,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N11 genotype A, complete genome",Human coronavirus HKU1,9606,-1.32853879227915,0.264864,-0.649190269922309
DQ415911,0.117613,0.193182,0.260536,0.333714,0.37979,0.40612,0.408026,0.410749,0.436405,0.43468,0.390467,0.370944,0.405585,0.186440677966102,Human coronavirus HKU1,Betacoronavirus,Betacoronavirus,29902,"Woo,P.C., Lau,S.K., Yip,C.C., Huang,Y., Tsoi,H.W., Chan,K.H., Yuen,K.Y., Woo,P.C.Y., Lau,S.K.P., Yip,C.C.Y.",16809319,China: Hong Kong,Homo sapiens,oronasopharynx,"","Human coronavirus HKU1 strain N15 genotype B, complete genome",Human coronavirus HKU1,9606,-1.34501423155952,0.260536,-0.708683542433958
DQ445911,0.118626,0.199845,0.276739,0.339284,0.388819,0.437171,0.448402,1,0.501017,1,1,1,1,0.124293785310734,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27550,"Pyrc,K., Dijkman,R., Deng,L., Jebbink,M.F., Ross,H.A., Berkhout,B., van der Hoek,L.",17054987,Netherlands,Homo sapiens,oronasopharynx,"","Human coronavirus NL63 isolate Amsterdam 057, complete genome",Human coronavirus NL63,9606,-1.28468045524746,0.276739,-0.903197153396457
DQ445912,0.119115,0.201267,0.279323,0.34322,0.396369,0.443972,0.448402,1,0.501017,1,1,1,1,0.107344632768362,Human coronavirus NL63,Alphacoronavirus,Alphacoronavirus,27535,"Pyrc,K., Dijkman,R., Deng,L., Jebbink,M.F., Ross,H.A., Berkhout,B., van der Hoek,L.",17054987,Netherlands,Homo sapiens,oronasopharynx,"","Human coronavirus NL63 isolate Amsterdam 496, complete genome",Human coronavirus NL63,9606,-1.27538646069251,0.279323,-1.00662580468363
DQ497008,0.0930411,0.138237,0.163911,0.166858,0.161784,0.159786,0.158825,0.154592,0.156067,0.148887,0.144306,0.146378,0.141476,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29727,"Roberts,A., Deming,D., Paddock,C.D., Cheng,A., Yount,B., Vogel,L., Herman,B.D., Sheahan,T., Heise,M., Genrich,G.L., Zaki,S.R., Baric,R., Subbarao,K., Paddock,C., Herman,B., Genrich,G., Zaki,S., Ghedin,E., Sengamalay,N., Zaborsky,J.",17222058,"",Mus musculus,unknown,"","SARS coronavirus strain MA-15, complete genome",SARS,10090,-1.80843168139044,0.163911,1.49073364352693
DQ640652,0.0934204,0.138054,0.163725,0.166751,0.161231,0.159308,0.158042,0.153115,0.155449,0.14725,0.143547,0.145155,0.14043,0.694915254237288,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29746,"Cai,J.-P., Hei,A.-L., Hu,J.-H., Wang,S.-K., Zhang,C.-B., Dai,D.-P., Shen,Z.-Y., Guo,J., Li,M., Wu,Y.-S., Cheng,G., He,Y.-S., Hou,M.","",China,Homo sapiens,lung,"","SARS coronavirus GDH-BJH01, complete genome",SARS,9606,-1.80956708787802,0.163725,1.08739885238883
DQ648856,0.0974945,0.145179,0.172758,0.177342,0.170925,0.174085,0.171318,0.166654,0.166103,0.15885,0.154832,0.152811,0.143276,0.734463276836158,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29704,"","","",Rhinolophus ferrumequinum,"","",Bat CoV 273/2005,SARS-like,,-1.75586350771053,0.172758,1.86207027007519
DQ648857,0.0958045,0.14065,0.166942,0.168596,0.164389,0.165029,0.163181,0.157523,0.161626,0.149801,0.14963,0.152608,0.146905,0.745762711864407,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Betacoronavirus,29741,"","","",Rhinolophus macrotis,"","",Bat CoV 279/2005,SARS-like,,-1.79010883227909,0.166942,1.73332834977027
